,TotalPop,Total; Estimate; AGE - 16 to 19 years,Total; Estimate; AGE - 20 to 24 years,Total; Estimate; AGE - 25 to 29 years,Total; Estimate; AGE - 30 to 34 years,Total; Estimate; AGE - 35 to 44 years,Total; Estimate; AGE - 45 to 54 years,Total; Estimate; AGE - 55 to 59 years,Total; Estimate; AGE - 60 to 64 years,Total; Estimate; AGE - 65 to 74 years,Total; Estimate; AGE - 75 years and over
2861,103218,5984,6239,4586,4873,13054,16682,7786,6624,8908,6189
2862,324073,15621,19128,22813,23026,43617,45837,20690,18862,23239,19339
2863,51956,2100,2746,2688,2568,6001,8011,4180,3579,6263,4883
2864,2213,65,94,34,63,162,268,210,302,457,306
2865,36090,1755,1863,1778,1723,4246,6227,2800,2721,3542,2383
2866,73028,3354,3606,3892,3740,7597,10015,4408,5554,8807,6941
2867,7052,230,413,364,313,874,1064,509,682,894,509
2868,25564,1387,1497,1337,1536,3498,4036,1544,1362,1821,1007
2869,16329,701,783,1077,979,2117,2613,1004,1160,1379,840
2870,10848,411,438,515,275,945,1363,945,990,1947,1827
2871,24428,1017,1421,1452,1616,3541,3574,2160,1593,2773,1790
2872,374558,17661,15956,18945,26773,62836,55603,18633,13650,16376,10346
2873,34813,1501,1748,1793,2141,4005,5419,2608,2675,3646,2037
2874,12369,441,752,632,704,1564,1822,996,1015,1383,1014
2875,13108,636,769,783,628,1377,1876,952,990,1592,1076
2876,8830,425,398,412,271,862,1288,698,718,1505,1051
2877,30959,1343,1728,1456,1613,3401,4487,2624,2346,4060,3130
2878,10710,470,530,498,378,988,1479,824,1088,1775,1246
2879,97692,9847,20303,7794,5425,10108,10009,4511,4660,5895,4407
2880,14863,592,828,789,638,1543,1927,1112,1555,2003,1319
2881,20523,986,950,891,1035,2677,3331,1546,1608,1905,838
2882,11998,429,686,640,610,1098,1607,984,1038,1623,1333
2883,12254,453,521,429,571,809,1681,928,1184,2483,1586
2884,15537,950,789,1004,1154,1855,2280,1082,963,1528,1282
2885,35265,1813,1716,1907,2090,3988,5136,2119,2496,3861,2774
2886,23694,1232,1293,1295,1292,2888,3669,1655,1730,2680,1929
2887,17958,860,894,719,797,2216,2774,1585,1320,2533,1794
2888,61970,2752,3267,3155,3108,7493,9898,5093,4738,7211,4832
2889,28364,1760,1522,1318,1509,3987,5035,2239,1924,2800,1386
2890,22903,3164,3681,1196,751,2324,2625,1226,1341,1822,1623
2891,37704,2155,2593,2331,3095,5716,5506,2460,1975,2813,1585
2892,450763,23473,27741,29734,34266,68050,64932,24125,19996,22863,11666
2893,34330,1419,1862,1903,1841,4464,5236,2759,2428,4196,2753
2894,7359,290,343,395,195,950,1116,541,750,1055,626
2895,8873,418,455,443,621,1449,1502,663,506,837,869
2896,93419,4712,4969,4771,5106,12079,13637,6941,6568,9736,8039
2897,22440,850,1204,1146,1048,2361,3330,1858,1801,2891,2373
2898,78653,4397,4924,4030,4200,9290,11324,5739,4666,7335,6235
2899,27725,1250,1670,1513,1669,3559,4241,2371,2043,3011,2045
2900,22290,904,1217,1206,1258,2781,3300,1731,1642,2693,2046
2901,42854,1686,2198,2479,2359,4982,6487,3340,2610,4691,3721
2902,31298,1465,1840,1619,1727,3936,4626,2437,2249,3439,2792
2903,18089,854,1004,938,900,2162,3336,1545,1347,1868,1301
2904,130159,7474,7689,7857,8393,17327,19944,8506,6837,8958,5642
2905,141159,8663,10109,9083,8718,19187,22487,8724,5735,7657,4204
2906,6670,350,414,341,263,717,1222,675,490,768,468
2907,11595,193,952,1227,1155,1825,1801,754,676,963,670
2908,42689,2103,2526,2391,2779,5436,6084,3700,3142,4576,3511
2909,38991,2053,2293,2214,2464,4756,6315,2752,2443,3277,2147
2910,54457,2815,3093,2753,2986,6810,8187,4091,4124,6315,4468
2911,17596,628,1204,864,881,1750,2402,1436,1441,2315,1624
2912,39539,2044,3105,2867,2663,5199,5509,2805,2861,3631,2569
2913,29048,1156,1547,1546,1563,3897,4230,2163,2245,3211,2320
2914,67196,3939,4319,3667,3838,8084,10764,4658,3740,5537,3674
2915,154710,3548,7465,16878,18888,27040,20115,8976,7357,8987,5575
2916,17077,811,1069,1204,1010,2053,2406,1173,1164,1749,1616
2917,6495,610,736,470,396,697,650,528,294,613,458
2918,46487,2819,8323,5433,3843,5205,4618,2521,2040,2353,1790
2919,235410,13100,15458,15961,15854,30488,35251,15882,12184,15904,10598
2920,17582,927,999,1073,1034,2020,2289,1120,1087,1632,1804
2921,5675,234,434,308,190,798,837,360,366,576,541
2922,41911,1964,2976,2691,2399,4315,5511,3117,2984,4122,4070
2923,5495,223,351,360,298,602,772,436,409,489,564
2924,23580,984,1656,1881,1623,3117,3309,1718,1349,1874,1622
2925,13843,449,684,801,1010,1923,2075,858,966,819,625
2926,8334,477,441,499,770,717,1074,374,792,782,693
2927,28135,2033,4052,2660,1700,3275,3155,1383,1059,1462,1369
2928,6788,314,276,378,427,704,1078,435,501,684,802
2929,136255,7699,12547,11239,9448,15087,18907,9381,7759,10418,7694
2930,53064,7821,11752,4238,3102,5150,4224,2094,1606,1986,2027
2931,22353,965,1474,1507,1634,2493,3042,1515,1148,1925,1555
2932,7113,1541,2665,149,170,327,299,192,290,401,421
2933,79237,8082,13034,5775,4236,6881,8055,4203,3689,5345,5451
2934,41379,2095,2956,3306,3359,5963,5657,2594,1621,2168,1138
2935,16117,848,1006,1196,1599,2369,2336,845,499,722,336
2936,13256,610,801,762,618,1690,1827,932,906,1397,1381
2937,180775,10587,17094,16508,13723,21112,23387,10320,9213,11581,9138
2938,245752,15251,35824,26361,19158,27410,27584,13812,10858,13073,10816
2939,4043,225,393,152,274,525,497,279,397,378,164
2940,32037,1278,2845,2623,1895,3328,4729,2201,2318,2702,2224
2941,12022,803,557,601,557,1417,2004,991,748,1245,854
2942,95536,4397,7977,8067,7405,10940,12305,5816,5751,7091,6021
2943,17380,3278,4880,1059,629,1479,1171,728,592,767,599
2944,220892,12013,22556,24727,18070,24540,26151,13096,12350,13367,10939
2945,99572,4163,6399,7955,7216,12641,13293,6289,6690,7825,6713
2946,25521,2042,2018,1442,1427,2922,3352,1755,1658,2360,1972
2947,24273,1408,1606,1630,1759,2661,2986,1844,1446,2488,2361
2948,88057,4453,5235,5177,5606,11726,13225,5444,5053,6535,4305
2949,450057,22237,35685,39285,34700,58084,62128,28595,22452,30711,22228
2950,21620,824,1298,1390,1430,2683,2837,1413,1016,1960,1826
2951,14817,2198,3957,953,674,1071,1072,652,628,1216,957
2952,27516,1618,2144,2111,1574,3301,3835,1601,1605,2071,1819
2953,19261,1327,1316,1196,1224,2250,2001,1044,818,1042,887
2954,22259,1056,1369,1198,1177,2397,2974,1679,1674,2509,1981
2955,190529,10149,12361,12287,12424,22335,24314,11859,11355,14109,9740
2956,75138,4095,4719,4494,4459,8159,9599,5558,4830,6867,5564
2957,73439,3034,3899,3670,3736,6800,8830,5781,6462,10590,8378
2958,457474,23237,26905,27562,29350,60489,61684,29444,27099,35692,22723
2959,3999,263,160,134,221,385,521,355,311,602,421
2960,103590,5128,5969,5650,5961,12064,14018,7283,7408,10394,7371
2961,40585,2123,2313,2324,2434,4774,5084,2745,2369,3496,2560
2962,7568,494,377,340,342,753,1039,715,790,1052,558
2963,89124,5180,6058,6860,7163,11276,9395,4015,3601,4104,2599
2964,2226,94,51,116,53,237,254,249,227,248,270
2965,93420,5494,6529,6007,5922,11088,10660,5024,4924,6709,4725
2966,71454,3319,4146,4333,4265,8098,9785,5942,5225,7871,5133
2967,80323,3249,5535,5390,4431,8015,9739,6029,6269,10120,6702
2968,30524,998,1201,1317,1264,2448,3685,2973,3486,5671,3372
2969,2118119,93094,134272,172738,171619,306778,291710,134911,115351,138841,103519
2970,258903,12768,20943,18121,15982,29149,35359,19692,16747,23900,14977
2971,43726,3219,7158,2810,2115,4325,4730,2535,2605,3630,2323
2972,21172,802,1150,990,1130,2439,2571,1751,1854,2706,1525
2973,76012,3760,4416,4284,4199,8454,10232,5662,5368,8284,5975
2974,10344,506,438,396,481,1065,1366,961,806,1384,1002
2975,61569,2511,3460,3317,3454,6811,8350,5177,4772,7499,4881
2976,41377,1925,2255,2082,2285,4479,5236,3635,3003,4755,3074
2977,20940,767,985,849,944,1952,2575,1680,2172,3335,2205
2978,13066,651,372,664,510,1263,1893,1284,1092,1867,1067
2979,845193,42406,61317,62617,58703,106334,113750,54052,45672,58925,41665
2980,16221,623,541,615,658,1512,2222,1521,1830,2855,1611
2981,121725,6191,7152,7183,7291,13672,15403,8646,8434,12385,9154
2982,11498,622,551,470,572,1322,1796,1000,1031,1180,661
2983,771904,37261,48378,51923,54019,104585,113278,51125,44779,51681,35329
2984,490764,25530,38039,36009,31754,57336,63994,32650,30325,39107,29394
2985,43858,2463,1886,1740,1971,4546,6248,3828,3875,5447,3147
2986,269885,12826,17842,18212,18399,34123,35171,18070,18050,22784,15529
2987,4105,223,209,140,189,344,584,310,328,751,418
2988,59862,3812,5426,3778,3625,6711,7490,4102,3479,4837,4669
2989,212738,12643,23048,13548,13132,24018,25982,13414,13591,18311,12417
2990,47794,6625,11474,3646,2441,3810,4048,2061,1909,2535,2001
2991,248279,14786,17728,16360,15860,29464,29145,14663,11872,17324,13390
2992,16790,1006,1230,838,891,1969,2324,1026,1303,1795,1252
2993,111610,5205,6350,6938,7249,15374,16045,7341,6613,8680,5226
2994,23236,1140,1279,1215,1334,3367,3274,1974,1791,2272,1577
2995,14345,691,812,780,768,1679,2114,1141,1132,1670,1138
2996,23067,1497,1528,1075,1080,2767,3303,1731,2101,2561,2307
2997,96100,5510,9366,6232,6443,11335,12004,6234,6440,8765,7336
2998,7450,318,511,252,407,888,1143,627,630,874,644
2999,8901,473,408,399,530,1138,1333,833,550,962,683
3000,8570,493,511,394,486,1040,1307,468,795,888,522
3001,44602,2025,2406,2652,2578,5831,6230,3688,3505,4617,3655
3002,8305,587,836,591,727,1205,1155,567,503,763,582
3003,11673,497,609,603,582,1375,1787,1040,709,1501,996
3004,35523,1313,1989,1919,1998,4152,5035,2814,2704,4164,3213
3005,23412,1142,1176,1235,1243,2916,3555,1687,1982,2712,1646
3006,29921,1239,1450,1447,1625,3789,4402,2686,2256,3103,2881
3007,13812,580,705,741,776,1804,2117,1052,973,1623,1039
3008,68438,3209,3749,3974,4437,8683,9803,5349,4639,6570,5412
3009,29123,1388,1591,1498,1763,3562,4172,1879,2278,2937,2553
3010,55673,2998,3578,2887,3260,7521,8725,3811,3578,4715,2703
3011,187827,8247,10990,11466,11969,23465,26638,15762,13576,18552,15218
3012,16371,591,869,855,1019,2041,2422,1244,1152,1779,1310
3013,21241,903,1160,1100,1258,2885,3140,1656,1521,2133,1421
3014,34428,1430,1930,1845,2187,5040,4867,2951,3002,3482,2330
3015,19707,741,1060,1198,1274,2703,2960,1885,1634,2107,1560
3016,56575,3086,4525,3092,3418,6982,7395,4059,3979,5596,4444
3017,32006,1375,1803,1685,1737,4011,4621,2449,2836,3439,2649
3018,27000,1202,1408,1456,1601,3373,3819,2553,1680,2846,2169
3019,60963,2768,4017,3578,3587,7328,7937,4841,4589,6532,5163
3020,27421,1672,1728,1429,1462,3305,3946,1654,2357,3164,2098
3021,25150,1096,1449,1450,1595,3447,3858,1943,2085,2392,1529
3022,103715,8263,18389,9649,7450,10914,10952,6095,4759,6103,4629
3023,13517,467,764,625,676,1564,1913,1176,903,1873,1177
3024,17510,810,816,852,818,2114,2731,1468,1405,2055,1421
3025,25496,1107,1435,1357,1434,3218,3691,1932,2140,2860,1956
3026,42906,2543,3150,2376,2328,4956,5723,3579,3259,4192,4126
3027,7138,298,422,316,339,758,1090,547,694,924,852
3028,7527,364,488,393,451,1050,1171,500,592,814,564
3029,8574,292,466,438,454,972,1392,720,742,1123,749
3030,33760,1317,1863,2253,2289,4521,4961,2220,2804,3344,2364
3031,56644,2644,2614,2972,3658,7766,8226,4294,3759,5455,3580
3032,77097,3080,4769,4762,5025,10538,10056,5822,5975,7673,6027
3033,29152,1300,1812,1793,1807,3470,4227,2080,2159,3333,2314
3034,10005,466,551,449,556,1188,1531,967,624,1163,823
3035,14348,670,710,674,761,1809,2121,1048,1258,1622,1163
3036,13210,550,656,676,820,1775,1958,1059,1227,1513,1279
3037,16977,671,965,969,1017,2205,2517,1326,1210,1715,1270
3038,7035,300,391,323,344,797,1072,575,563,884,650
3039,8949,463,478,380,429,1095,1355,777,725,1003,773
3040,24604,1435,1987,1291,1324,2844,3310,1655,1815,2591,1832
3041,41063,2084,2385,2079,2423,5373,5911,3104,2896,4234,3116
3042,8637,389,445,402,450,1064,1292,797,686,1076,730
3043,15793,800,865,767,792,1858,2403,1093,1321,1909,1501
3044,5800,326,279,231,301,678,961,585,348,639,385
3045,86016,3982,4899,4831,5092,10664,12740,6409,5974,8923,6704
3046,22130,1139,1261,1137,1229,3032,3120,1843,2042,2327,1523
3047,20111,691,825,940,1038,2188,2985,1702,1947,3267,2096
3048,15779,978,1051,815,877,1710,2322,1185,1184,1486,1231
3049,45358,2107,2549,2424,2679,5019,6670,3619,3096,4865,4045
3050,15004,654,569,578,674,1438,2324,1379,1584,2148,1322
3051,258004,13758,17471,17489,17631,32112,37102,17006,14551,17619,14551
3052,13243,671,643,697,691,1481,2040,1022,1007,1410,1183
3053,15239,631,582,599,662,1465,2264,1242,1487,2290,1624
3054,49737,2830,2473,2465,3088,6863,8027,3579,2807,3498,2796
3055,63445,2985,3325,3815,4219,7832,9429,4853,3996,5427,4448
3056,34513,1946,1759,1677,1911,3759,4578,2400,1955,2753,2730
3057,56790,2778,2878,3115,3530,7252,8821,4153,3918,5006,3938
3058,16313,812,800,838,915,1715,2458,1467,1163,1888,1405
3059,522837,28398,52336,40683,39782,65809,67092,32044,28748,33538,24988
3060,87833,4258,4869,5275,5760,11334,14340,6609,5592,7287,6834
3061,27443,1136,1145,1071,1403,2711,3927,2324,2828,4017,3112
3062,43503,2142,2918,2764,2896,5102,6426,3520,2964,3875,2993
3063,44260,3723,5728,2622,2577,4772,5395,2861,2442,3432,2751
3064,102388,7126,12675,7104,6810,10815,12415,6314,5810,7430,6298
3065,4354,185,139,179,199,422,794,409,425,604,447
3066,102082,5095,6316,5789,6163,12442,15302,7428,6862,8664,7702
3067,9035,467,551,448,415,996,1233,698,698,1072,903
3068,51742,4154,6116,2743,2671,5075,6455,3618,2924,4156,4141
3069,36869,1667,1836,1784,2157,4669,5759,2838,2562,3254,2783
3070,18745,885,831,872,971,2034,2766,1486,1433,2065,1798
3071,23576,1106,1080,1233,1351,2820,3771,1876,1687,2158,1701
3072,5748,237,206,212,241,605,911,525,526,858,787
3073,20531,915,1129,1347,1232,2447,3076,1424,1410,1998,1517
3074,84586,5355,5453,4651,5298,10653,12544,6456,4944,6934,5162
3075,26427,1204,1354,1470,1495,3163,4177,1928,1959,2796,2182
3076,167886,10121,11518,10437,10608,21994,25988,11377,9159,11195,9068
3077,20378,979,1026,950,1111,2510,3177,1578,1369,1953,1763
3078,117582,8297,13582,7593,7172,12947,14865,8032,6630,8719,7922
3079,16755,868,922,856,1005,1843,2502,1294,1115,1412,1340
3080,19190,958,881,857,1003,2101,3029,1681,1423,2247,1980
3081,27994,1473,1319,1284,1448,3280,4723,2475,1923,2935,2565
3082,79680,4152,4316,4088,4608,9105,12536,6897,5283,7664,6961
3083,135293,6882,7806,7899,8524,16561,20277,9306,8855,11226,9753
3084,40712,2017,2224,1928,2134,4298,6366,3360,3218,4857,3911
3085,15164,677,617,644,720,1526,2458,1333,1211,1914,1412
3086,4506,358,319,247,211,405,599,248,214,395,208
3087,956586,52344,73085,81000,73097,119815,121580,60797,50091,59077,54790
3088,45303,2195,2265,2541,2930,5269,6548,3502,2716,3898,3036
3089,37465,1773,1750,1662,2004,4454,6387,3231,2695,3903,2783
3090,35352,1606,1617,1621,1668,3531,5684,3282,2922,4649,3713
3091,183288,9818,11245,11814,12425,23095,27983,12301,10082,12684,10270
3092,87817,5121,4777,3896,4161,10282,14100,7358,5958,7993,6636
3093,7282,373,365,329,385,792,1070,633,519,785,697
3094,41226,3305,4448,2264,2310,4746,5919,2769,2524,2794,2076
3095,43328,2181,2054,2002,2446,5092,6882,3368,3309,4358,3406
3096,70371,5135,8297,4265,4076,7414,9702,4632,4450,5530,4425
3097,13566,580,531,531,622,1449,2253,1376,1183,1712,1480
3098,195101,10009,11658,11318,12120,23984,29980,14232,12225,15373,12467
3099,17626,855,938,800,925,1981,2400,1398,1440,1753,1689
3100,161226,8140,10106,9517,10380,20341,23216,11713,9284,12881,10674
3101,14211,716,655,561,650,1498,2175,1220,1105,1653,1474
3102,87142,4449,4143,4754,5949,12373,13428,6041,4790,5899,4098
3103,63340,3198,3255,3896,3865,7687,9105,4531,4152,5657,4803
3104,16384,741,720,726,727,1635,2398,1386,1526,2237,1482
3105,41136,1923,2142,2036,2240,4773,6395,3225,2634,4449,3697
3106,115094,5944,6406,6390,7289,13933,17569,8920,7253,9595,8597
3107,20344,995,978,937,1137,2393,3199,1581,1379,1810,1822
3108,29510,1386,1470,1555,1784,3610,4283,2196,1836,2603,2294
3109,30378,1530,1400,1393,1530,3227,4271,2353,2090,2907,2568
3110,21465,829,887,782,817,1928,3230,1714,2034,3455,2560
3111,102917,6353,9242,5520,5724,12130,14777,7336,6548,8518,6657
3112,15638,649,634,647,778,1602,2341,1338,1350,2119,1538
3113,133967,6731,6492,6528,7760,17017,22530,9887,8772,11038,8930
3114,396731,21318,19977,19352,21889,48423,64320,31358,26635,33798,28849
3115,51651,2608,2545,2486,2901,6066,8149,4012,3597,5101,4847
3116,24170,1072,1070,1202,1261,2581,3852,2086,1867,2995,2301
3117,169540,9515,15047,11186,11079,20483,24217,11295,10132,12618,11636
3118,73427,3496,3912,4189,4290,8112,11409,5861,4892,6919,6478
3119,37944,3138,8502,3617,2474,3544,3388,2070,1708,2076,1361
3120,11920,689,653,588,630,1225,1529,772,924,1323,962
3121,48116,2536,3160,4033,3891,6656,6533,3610,2283,2109,1063
3122,15689,693,991,1069,993,1955,2185,1285,1082,1285,832
3123,14166,759,750,792,868,1614,2228,1185,875,1123,804
3124,7347,340,373,375,475,712,1034,659,527,795,486
3125,40354,2116,2497,2511,2569,4561,5103,3034,2789,3739,2713
3126,13479,640,960,812,737,1496,1756,1034,943,1458,1226
3127,4741,239,118,203,233,464,619,445,476,595,480
3128,8562,289,399,424,374,1056,1088,891,502,972,746
3129,97031,4837,7170,7063,6668,11341,12634,6824,5694,7482,5647
3130,18791,975,766,926,1231,2265,2470,1285,1412,1589,930
3131,81023,4047,5564,6146,6029,10059,10199,5679,5244,5569,4518
3132,2479,70,177,174,205,277,350,205,116,280,255
3133,29276,1621,1758,1625,1822,2974,3768,2240,2434,3257,2242
3134,8703,311,543,404,428,816,1269,742,703,1130,871
3135,29964,1322,1634,1638,1763,3541,3894,2145,2693,3011,2184
3136,10037,524,458,599,671,1371,1687,776,652,819,390
3137,44527,2020,3115,3500,3601,5790,5765,3284,2456,2491,1615
3138,22923,775,1084,2354,2265,3393,3303,1609,1352,1678,869
3139,20758,1003,1267,1156,1533,2717,2640,1633,1205,1374,769
3140,8253,489,327,406,504,904,1176,598,619,873,736
3141,7117,313,356,394,509,819,959,518,651,691,582
3142,18525,1102,1364,1210,1171,2249,2572,1275,1156,1738,1185
3143,39470,2297,2930,2562,2576,5153,6035,2573,2905,3694,2264
3144,55722,3279,3872,3565,3681,7417,7372,3368,3925,6226,4091
3145,26855,1656,1935,1765,1796,3527,3748,1995,1437,2515,1794
3146,24008,1397,1801,1623,1485,2849,3567,1566,1689,2351,1697
3147,27892,1740,1952,1661,1786,3828,3924,1762,1797,2923,1879
3148,89550,5412,6564,5511,5648,12044,12322,5240,5763,9709,7272
3149,18504,1182,1310,1167,1244,2526,2256,1072,1200,1872,1107
3150,24583,1359,1766,1551,1725,3498,3009,1286,1400,2370,1630
3151,29237,1874,2493,2192,1917,3410,4086,1853,1504,2181,1526
3152,188614,10667,14408,13855,13176,23782,25945,12136,11081,18909,17199
3153,49726,2752,3202,2686,2836,7040,6471,3153,2877,5578,4269
3154,134269,7673,9664,8673,8852,18293,18399,8116,8179,13002,10194
3155,32936,2060,2409,1982,2110,4559,4659,2038,2138,3344,2112
3156,46779,2794,3444,2821,2865,6821,6568,2473,2788,4054,2536
3157,161684,9622,12082,10205,10720,21939,21849,10098,9473,17539,13518
3158,25595,1622,2029,1857,1713,3002,3484,1949,1456,2253,1814
3159,45431,2521,3432,2907,2929,5872,6369,2955,2888,4560,3196
3160,12238,773,948,777,736,1631,1580,630,835,1501,965
3161,17325,1059,1398,1178,1091,2014,2508,1056,1251,1645,1153
3162,41181,2369,3097,2772,2745,5562,5990,2937,2352,3623,2193
3163,39796,2494,2697,2535,2696,5481,5320,2560,2389,3559,2261
3164,19914,1202,1589,1394,1411,2400,2845,1289,1096,1790,1173
3165,34933,2124,2697,2396,2384,4330,4907,1832,2439,3108,2125
3166,1494,62,60,172,121,182,180,80,152,159,100
3167,37722,2213,2349,2062,2452,5890,5053,2154,2278,3359,2061
3168,33075,2061,2545,2034,1942,4592,4268,2064,1634,3685,2867
3169,12140,717,973,771,784,1840,1376,751,762,1131,693
3170,17327,930,1240,1062,1143,2205,2075,939,1390,2145,1336
3171,42623,2857,3193,3096,2967,5784,5481,2909,2130,3784,2580
3172,19578,1141,1394,1341,1281,2522,2508,1356,1232,2038,1351
3173,90773,4923,6298,5871,6211,12092,13258,6059,6261,9043,7985
3174,47074,2753,3186,2768,3287,7240,6528,2670,2432,3690,2384
3175,40978,2255,2845,2619,2701,5640,5657,2341,2575,4234,2617
3176,16474,805,957,864,944,2206,2063,867,1225,2171,1769
3177,54736,3321,3889,3328,3427,7313,7274,3426,4016,5806,3864
3178,43314,2435,2996,2642,2886,6064,6038,2641,2755,4461,2996
3179,15297,1101,1248,1087,1055,1962,2036,886,1000,1286,810
3180,47952,3278,3684,3046,3126,6535,6490,3130,2411,4187,2785
3181,39704,2324,2849,2628,2951,6021,4967,2088,2236,3270,2077
3182,23893,1363,1711,1407,1340,3008,3103,1673,1624,2895,2056
3183,27321,1720,2054,1870,1817,3558,3839,1738,1853,2839,2050
3184,8874,528,725,593,567,1088,1235,596,586,902,622
3185,38253,2241,2590,2490,2845,5592,4799,2276,2426,3374,2100
3186,27242,1797,2328,1972,1828,3449,3769,1970,1570,2240,1471
3187,18952,1210,1365,1092,1161,2555,2426,1107,1263,2057,1344
3188,40705,2586,2859,2541,2596,5140,5311,2752,2576,4256,3080
3189,6180,323,469,331,376,933,760,246,585,582,420
3190,11297,742,817,689,634,1448,1565,759,780,1254,836
3191,79615,5804,9530,5099,4581,8283,9390,5101,5103,9062,7569
3192,37676,2227,2728,2576,2631,5084,5294,2371,2321,3359,2040
3193,31785,2181,2541,2258,2128,4171,4336,1985,1693,2422,1624
3194,26584,1619,2041,1766,1953,3725,2999,1465,1496,2432,1584
3195,29112,1838,2332,2020,1953,3453,4103,1913,1808,2593,1814
3196,21906,1677,1821,1432,1370,2750,3163,1404,1300,1741,1310
3197,17769,1084,1328,1111,1000,2126,2653,1298,1186,1902,1256
3198,21661,1383,1813,1584,1414,2747,3022,1446,1207,1867,1148
3199,148863,9302,11958,10323,9518,18111,18950,9384,10220,15436,11708
